"Product","DataType","Source","Attribute","Component","Name","Units","Description","UpperDepth_m","LowerDepth_m","Path","COGsPath","MetadataLink"
"SLGA","Soil","TERN","Effective Cation Exchange Capacity","Uncert_95","95th percentile uncertainty bound of Effective Cation Exchange Capacity for 0.05 to 0.15 metres","meq/100g","95th percentile uncertainty bound of Effective Cation Exchange Capacity for 0.05 to 0.15 metres",0.05,0.15,"D:/TERNSoils/National_digital_soil_property_maps/ECEC/ECE_005_015_95_N_P_AU_NAT_C_20140801.tif","https://esoil.io/TERNLandscapes/Public/Products/TERN/SLGA/ECE/ECE_005_015_95_N_P_AU_NAT_C_20140801.tif","https://www.clw.csiro.au/aclep/soilandlandscapegrid/index.html"
"SLGA","Soil","TERN","Effective Cation Exchange Capacity","Uncert_95","95th percentile uncertainty bound of Effective Cation Exchange Capacity for 0.15 to 0.3 metres","meq/100g","95th percentile uncertainty bound of Effective Cation Exchange Capacity for 0.15 to 0.3 metres",0.15,0.3,"D:/TERNSoils/National_digital_soil_property_maps/ECEC/ECE_015_030_95_N_P_AU_NAT_C_20140801.tif","https://esoil.io/TERNLandscapes/Public/Products/TERN/SLGA/ECE/ECE_015_030_95_N_P_AU_NAT_C_20140801.tif","https://www.clw.csiro.au/aclep/soilandlandscapegrid/index.html"
"SLGA","Soil","TERN","Effective Cation Exchange Capacity","Uncert_95","95th percentile uncertainty bound of Effective Cation Exchange Capacity for 0.3 to 0.6 metres","meq/100g","95th percentile uncertainty bound of Effective Cation Exchange Capacity for 0.3 to 0.6 metres",0.3,0.6,"D:/TERNSoils/National_digital_soil_property_maps/ECEC/ECE_030_060_95_N_P_AU_NAT_C_20140801.tif","https://esoil.io/TERNLandscapes/Public/Products/TERN/SLGA/ECE/ECE_030_060_95_N_P_AU_NAT_C_20140801.tif","https://www.clw.csiro.au/aclep/soilandlandscapegrid/index.html"
"SLGA","Soil","TERN","Effective Cation Exchange Capacity","Uncert_95","95th percentile uncertainty bound of Effective Cation Exchange Capacity for 0.6 to 1 metres","meq/100g","95th percentile uncertainty bound of Effective Cation Exchange Capacity for 0.6 to 1 metres",0.6,1,"D:/TERNSoils/National_digital_soil_property_maps/ECEC/ECE_060_100_95_N_P_AU_NAT_C_20140801.tif","https://esoil.io/TERNLandscapes/Public/Products/TERN/SLGA/ECE/ECE_060_100_95_N_P_AU_NAT_C_20140801.tif","https://www.clw.csiro.au/aclep/soilandlandscapegrid/index.html"
"SLGA","Soil","TERN","Effective Cation Exchange Capacity","Uncert_95","95th percentile uncertainty bound of Effective Cation Exchange Capacity for 1 to 2 metres","meq/100g","95th percentile uncertainty bound of Effective Cation Exchange Capacity for 1 to 2 metres",1,2,"D:/TERNSoils/National_digital_soil_property_maps/ECEC/ECE_100_200_95_N_P_AU_NAT_C_20140801.tif","https://esoil.io/TERNLandscapes/Public/Products/TERN/SLGA/ECE/ECE_100_200_95_N_P_AU_NAT_C_20140801.tif","https://www.clw.csiro.au/aclep/soilandlandscapegrid/index.html"
"SLGA","Soil","TERN","Total Nitrogen","Uncert_05","5th percentile uncertainty bound of Total Nitrogen for 0 to 0.05 metres","%","5th percentile uncertainty bound of Total Nitrogen for 0 to 0.05 metres",0,0.05,"D:/TERNSoils/National_digital_soil_property_maps/Total_N/NTO_000_005_05_N_P_AU_NAT_C_20140801.tif","https://esoil.io/TERNLandscapes/Public/Products/TERN/SLGA/NTO/NTO_000_005_05_N_P_AU_NAT_C_20140801.tif","https://www.clw.csiro.au/aclep/soilandlandscapegrid/index.html"
"SLGA","Soil","TERN","Total Nitrogen","Uncert_05","5th percentile uncertainty bound of Total Nitrogen for 0.05 to 0.15 metres","%","5th percentile uncertainty bound of Total Nitrogen for 0.05 to 0.15 metres",0.05,0.15,"D:/TERNSoils/National_digital_soil_property_maps/Total_N/NTO_005_015_05_N_P_AU_NAT_C_20140801.tif","https://esoil.io/TERNLandscapes/Public/Products/TERN/SLGA/NTO/NTO_005_015_05_N_P_AU_NAT_C_20140801.tif","https://www.clw.csiro.au/aclep/soilandlandscapegrid/index.html"
"SLGA","Soil","TERN","Total Nitrogen","Uncert_05","5th percentile uncertainty bound of Total Nitrogen for 0.15 to 0.3 metres","%","5th percentile uncertainty bound of Total Nitrogen for 0.15 to 0.3 metres",0.15,0.3,"D:/TERNSoils/National_digital_soil_property_maps/Total_N/NTO_015_030_05_N_P_AU_NAT_C_20140801.tif","https://esoil.io/TERNLandscapes/Public/Products/TERN/SLGA/NTO/NTO_015_030_05_N_P_AU_NAT_C_20140801.tif","https://www.clw.csiro.au/aclep/soilandlandscapegrid/index.html"
"SLGA","Soil","TERN","Total Nitrogen","Uncert_05","5th percentile uncertainty bound of Total Nitrogen for 0.3 to 0.6 metres","%","5th percentile uncertainty bound of Total Nitrogen for 0.3 to 0.6 metres",0.3,0.6,"D:/TERNSoils/National_digital_soil_property_maps/Total_N/NTO_030_060_05_N_P_AU_NAT_C_20140801.tif","https://esoil.io/TERNLandscapes/Public/Products/TERN/SLGA/NTO/NTO_030_060_05_N_P_AU_NAT_C_20140801.tif","https://www.clw.csiro.au/aclep/soilandlandscapegrid/index.html"
"SLGA","Soil","TERN","Total Nitrogen","Uncert_05","5th percentile uncertainty bound of Total Nitrogen for 0.6 to 1 metres","%","5th percentile uncertainty bound of Total Nitrogen for 0.6 to 1 metres",0.6,1,"D:/TERNSoils/National_digital_soil_property_maps/Total_N/NTO_060_100_05_N_P_AU_NAT_C_20140801.tif","https://esoil.io/TERNLandscapes/Public/Products/TERN/SLGA/NTO/NTO_060_100_05_N_P_AU_NAT_C_20140801.tif","https://www.clw.csiro.au/aclep/soilandlandscapegrid/index.html"
"SLGA","Soil","TERN","Total Nitrogen","Uncert_05","5th percentile uncertainty bound of Total Nitrogen for 1 to 2 metres","%","5th percentile uncertainty bound of Total Nitrogen for 1 to 2 metres",1,2,"D:/TERNSoils/National_digital_soil_property_maps/Total_N/NTO_100_200_05_N_P_AU_NAT_C_20140801.tif","https://esoil.io/TERNLandscapes/Public/Products/TERN/SLGA/NTO/NTO_100_200_05_N_P_AU_NAT_C_20140801.tif","https://www.clw.csiro.au/aclep/soilandlandscapegrid/index.html"
"SLGA","Soil","TERN","Total Nitrogen","EV","Estimated value of Total Nitrogen for 0 to 0.05 metres","%","Estimated value of Total Nitrogen for 0 to 0.05 metres",0,0.05,"D:/TERNSoils/National_digital_soil_property_maps/Total_N/NTO_000_005_EV_N_P_AU_NAT_C_20140801.tif","https://esoil.io/TERNLandscapes/Public/Products/TERN/SLGA/NTO/NTO_000_005_EV_N_P_AU_NAT_C_20140801.tif","https://www.clw.csiro.au/aclep/soilandlandscapegrid/index.html"
"SLGA","Soil","TERN","Total Nitrogen","EV","Estimated value of Total Nitrogen for 0.05 to 0.15 metres","%","Estimated value of Total Nitrogen for 0.05 to 0.15 metres",0.05,0.15,"D:/TERNSoils/National_digital_soil_property_maps/Total_N/NTO_005_015_EV_N_P_AU_NAT_C_20140801.tif","https://esoil.io/TERNLandscapes/Public/Products/TERN/SLGA/NTO/NTO_005_015_EV_N_P_AU_NAT_C_20140801.tif","https://www.clw.csiro.au/aclep/soilandlandscapegrid/index.html"
"SLGA","Soil","TERN","Total Nitrogen","EV","Estimated value of Total Nitrogen for 0.15 to 0.3 metres","%","Estimated value of Total Nitrogen for 0.15 to 0.3 metres",0.15,0.3,"D:/TERNSoils/National_digital_soil_property_maps/Total_N/NTO_015_030_EV_N_P_AU_NAT_C_20140801.tif","https://esoil.io/TERNLandscapes/Public/Products/TERN/SLGA/NTO/NTO_015_030_EV_N_P_AU_NAT_C_20140801.tif","https://www.clw.csiro.au/aclep/soilandlandscapegrid/index.html"
"SLGA","Soil","TERN","Total Nitrogen","EV","Estimated value of Total Nitrogen for 0.3 to 0.6 metres","%","Estimated value of Total Nitrogen for 0.3 to 0.6 metres",0.3,0.6,"D:/TERNSoils/National_digital_soil_property_maps/Total_N/NTO_030_060_EV_N_P_AU_NAT_C_20140801.tif","https://esoil.io/TERNLandscapes/Public/Products/TERN/SLGA/NTO/NTO_030_060_EV_N_P_AU_NAT_C_20140801.tif","https://www.clw.csiro.au/aclep/soilandlandscapegrid/index.html"
"SLGA","Soil","TERN","Total Nitrogen","EV","Estimated value of Total Nitrogen for 0.6 to 1 metres","%","Estimated value of Total Nitrogen for 0.6 to 1 metres",0.6,1,"D:/TERNSoils/National_digital_soil_property_maps/Total_N/NTO_060_100_EV_N_P_AU_NAT_C_20140801.tif","https://esoil.io/TERNLandscapes/Public/Products/TERN/SLGA/NTO/NTO_060_100_EV_N_P_AU_NAT_C_20140801.tif","https://www.clw.csiro.au/aclep/soilandlandscapegrid/index.html"
"SLGA","Soil","TERN","Total Nitrogen","EV","Estimated value of Total Nitrogen for 1 to 2 metres","%","Estimated value of Total Nitrogen for 1 to 2 metres",1,2,"D:/TERNSoils/National_digital_soil_property_maps/Total_N/NTO_100_200_EV_N_P_AU_NAT_C_20140801.tif","https://esoil.io/TERNLandscapes/Public/Products/TERN/SLGA/NTO/NTO_100_200_EV_N_P_AU_NAT_C_20140801.tif","https://www.clw.csiro.au/aclep/soilandlandscapegrid/index.html"
"SLGA","Soil","TERN","Total Nitrogen","Uncert_95","95th percentile uncertainty bound of Total Nitrogen for 0 to 0.05 metres","%","95th percentile uncertainty bound of Total Nitrogen for 0 to 0.05 metres",0,0.05,"D:/TERNSoils/National_digital_soil_property_maps/Total_N/NTO_000_005_95_N_P_AU_NAT_C_20140801.tif","https://esoil.io/TERNLandscapes/Public/Products/TERN/SLGA/NTO/NTO_000_005_95_N_P_AU_NAT_C_20140801.tif","https://www.clw.csiro.au/aclep/soilandlandscapegrid/index.html"
"SLGA","Soil","TERN","Total Nitrogen","Uncert_95","95th percentile uncertainty bound of Total Nitrogen for 0.05 to 0.15 metres","%","95th percentile uncertainty bound of Total Nitrogen for 0.05 to 0.15 metres",0.05,0.15,"D:/TERNSoils/National_digital_soil_property_maps/Total_N/NTO_005_015_95_N_P_AU_NAT_C_20140801.tif","https://esoil.io/TERNLandscapes/Public/Products/TERN/SLGA/NTO/NTO_005_015_95_N_P_AU_NAT_C_20140801.tif","https://www.clw.csiro.au/aclep/soilandlandscapegrid/index.html"
"SLGA","Soil","TERN","Total Nitrogen","Uncert_95","95th percentile uncertainty bound of Total Nitrogen for 0.15 to 0.3 metres","%","95th percentile uncertainty bound of Total Nitrogen for 0.15 to 0.3 metres",0.15,0.3,"D:/TERNSoils/National_digital_soil_property_maps/Total_N/NTO_015_030_95_N_P_AU_NAT_C_20140801.tif","https://esoil.io/TERNLandscapes/Public/Products/TERN/SLGA/NTO/NTO_015_030_95_N_P_AU_NAT_C_20140801.tif","https://www.clw.csiro.au/aclep/soilandlandscapegrid/index.html"
"SLGA","Soil","TERN","Total Nitrogen","Uncert_95","95th percentile uncertainty bound of Total Nitrogen for 0.3 to 0.6 metres","%","95th percentile uncertainty bound of Total Nitrogen for 0.3 to 0.6 metres",0.3,0.6,"D:/TERNSoils/National_digital_soil_property_maps/Total_N/NTO_030_060_95_N_P_AU_NAT_C_20140801.tif","https://esoil.io/TERNLandscapes/Public/Products/TERN/SLGA/NTO/NTO_030_060_95_N_P_AU_NAT_C_20140801.tif","https://www.clw.csiro.au/aclep/soilandlandscapegrid/index.html"
"SLGA","Soil","TERN","Total Nitrogen","Uncert_95","95th percentile uncertainty bound of Total Nitrogen for 0.6 to 1 metres","%","95th percentile uncertainty bound of Total Nitrogen for 0.6 to 1 metres",0.6,1,"D:/TERNSoils/National_digital_soil_property_maps/Total_N/NTO_060_100_95_N_P_AU_NAT_C_20140801.tif","https://esoil.io/TERNLandscapes/Public/Products/TERN/SLGA/NTO/NTO_060_100_95_N_P_AU_NAT_C_20140801.tif","https://www.clw.csiro.au/aclep/soilandlandscapegrid/index.html"
"SLGA","Soil","TERN","Total Nitrogen","Uncert_95","95th percentile uncertainty bound of Total Nitrogen for 1 to 2 metres","%","95th percentile uncertainty bound of Total Nitrogen for 1 to 2 metres",1,2,"D:/TERNSoils/National_digital_soil_property_maps/Total_N/NTO_100_200_95_N_P_AU_NAT_C_20140801.tif","https://esoil.io/TERNLandscapes/Public/Products/TERN/SLGA/NTO/NTO_100_200_95_N_P_AU_NAT_C_20140801.tif","https://www.clw.csiro.au/aclep/soilandlandscapegrid/index.html"
"SLGA","Soil","TERN","pH - Calcium Carbonate","Uncert_05","5th percentile uncertainty bound of pH - Calcium Carbonate for 0 to 0.05 metres","None","5th percentile uncertainty bound of pH - Calcium Carbonate for 0 to 0.05 metres",0,0.05,"D:/TERNSoils/National_digital_soil_property_maps/pHc/pHc_000_005_05_N_P_AU_NAT_C_20140801.tif","https://esoil.io/TERNLandscapes/Public/Products/TERN/SLGA/pHc/pHc_000_005_05_N_P_AU_NAT_C_20140801.tif","https://www.clw.csiro.au/aclep/soilandlandscapegrid/index.html"
"SLGA","Soil","TERN","pH - Calcium Carbonate","Uncert_05","5th percentile uncertainty bound of pH - Calcium Carbonate for 0.05 to 0.15 metres","None","5th percentile uncertainty bound of pH - Calcium Carbonate for 0.05 to 0.15 metres",0.05,0.15,"D:/TERNSoils/National_digital_soil_property_maps/pHc/pHc_005_015_05_N_P_AU_NAT_C_20140801.tif","https://esoil.io/TERNLandscapes/Public/Products/TERN/SLGA/pHc/pHc_005_015_05_N_P_AU_NAT_C_20140801.tif","https://www.clw.csiro.au/aclep/soilandlandscapegrid/index.html"
"SLGA","Soil","TERN","pH - Calcium Carbonate","Uncert_05","5th percentile uncertainty bound of pH - Calcium Carbonate for 0.15 to 0.3 metres","None","5th percentile uncertainty bound of pH - Calcium Carbonate for 0.15 to 0.3 metres",0.15,0.3,"D:/TERNSoils/National_digital_soil_property_maps/pHc/pHc_015_030_05_N_P_AU_NAT_C_20140801.tif","https://esoil.io/TERNLandscapes/Public/Products/TERN/SLGA/pHc/pHc_015_030_05_N_P_AU_NAT_C_20140801.tif","https://www.clw.csiro.au/aclep/soilandlandscapegrid/index.html"
"SLGA","Soil","TERN","pH - Calcium Carbonate","Uncert_05","5th percentile uncertainty bound of pH - Calcium Carbonate for 0.3 to 0.6 metres","None","5th percentile uncertainty bound of pH - Calcium Carbonate for 0.3 to 0.6 metres",0.3,0.6,"D:/TERNSoils/National_digital_soil_property_maps/pHc/pHc_030_060_05_N_P_AU_NAT_C_20140801.tif","https://esoil.io/TERNLandscapes/Public/Products/TERN/SLGA/pHc/pHc_030_060_05_N_P_AU_NAT_C_20140801.tif","https://www.clw.csiro.au/aclep/soilandlandscapegrid/index.html"
"SLGA","Soil","TERN","pH - Calcium Carbonate","Uncert_05","5th percentile uncertainty bound of pH - Calcium Carbonate for 0.6 to 1 metres","None","5th percentile uncertainty bound of pH - Calcium Carbonate for 0.6 to 1 metres",0.6,1,"D:/TERNSoils/National_digital_soil_property_maps/pHc/pHc_060_100_05_N_P_AU_NAT_C_20140801.tif","https://esoil.io/TERNLandscapes/Public/Products/TERN/SLGA/pHc/pHc_060_100_05_N_P_AU_NAT_C_20140801.tif","https://www.clw.csiro.au/aclep/soilandlandscapegrid/index.html"
"SLGA","Soil","TERN","pH - Calcium Carbonate","Uncert_05","5th percentile uncertainty bound of pH - Calcium Carbonate for 1 to 2 metres","None","5th percentile uncertainty bound of pH - Calcium Carbonate for 1 to 2 metres",1,2,"D:/TERNSoils/National_digital_soil_property_maps/pHc/pHc_100_200_05_N_P_AU_NAT_C_20140801.tif","https://esoil.io/TERNLandscapes/Public/Products/TERN/SLGA/pHc/pHc_100_200_05_N_P_AU_NAT_C_20140801.tif","https://www.clw.csiro.au/aclep/soilandlandscapegrid/index.html"
"SLGA","Soil","TERN","pH - Calcium Carbonate","EV","Estimated value of pH - Calcium Carbonate for 0 to 0.05 metres","None","Estimated value of pH - Calcium Carbonate for 0 to 0.05 metres",0,0.05,"D:/TERNSoils/National_digital_soil_property_maps/pHc/pHc_000_005_EV_N_P_AU_NAT_C_20140801.tif","https://esoil.io/TERNLandscapes/Public/Products/TERN/SLGA/pHc/pHc_000_005_EV_N_P_AU_NAT_C_20140801.tif","https://www.clw.csiro.au/aclep/soilandlandscapegrid/index.html"
"SLGA","Soil","TERN","pH - Calcium Carbonate","EV","Estimated value of pH - Calcium Carbonate for 0.05 to 0.15 metres","None","Estimated value of pH - Calcium Carbonate for 0.05 to 0.15 metres",0.05,0.15,"D:/TERNSoils/National_digital_soil_property_maps/pHc/pHc_005_015_EV_N_P_AU_NAT_C_20140801.tif","https://esoil.io/TERNLandscapes/Public/Products/TERN/SLGA/pHc/pHc_005_015_EV_N_P_AU_NAT_C_20140801.tif","https://www.clw.csiro.au/aclep/soilandlandscapegrid/index.html"
"SLGA","Soil","TERN","pH - Calcium Carbonate","EV","Estimated value of pH - Calcium Carbonate for 0.15 to 0.3 metres","None","Estimated value of pH - Calcium Carbonate for 0.15 to 0.3 metres",0.15,0.3,"D:/TERNSoils/National_digital_soil_property_maps/pHc/pHc_015_030_EV_N_P_AU_NAT_C_20140801.tif","https://esoil.io/TERNLandscapes/Public/Products/TERN/SLGA/pHc/pHc_015_030_EV_N_P_AU_NAT_C_20140801.tif","https://www.clw.csiro.au/aclep/soilandlandscapegrid/index.html"
"SLGA","Soil","TERN","pH - Calcium Carbonate","EV","Estimated value of pH - Calcium Carbonate for 0.3 to 0.6 metres","None","Estimated value of pH - Calcium Carbonate for 0.3 to 0.6 metres",0.3,0.6,"D:/TERNSoils/National_digital_soil_property_maps/pHc/pHc_030_060_EV_N_P_AU_NAT_C_20140801.tif","https://esoil.io/TERNLandscapes/Public/Products/TERN/SLGA/pHc/pHc_030_060_EV_N_P_AU_NAT_C_20140801.tif","https://www.clw.csiro.au/aclep/soilandlandscapegrid/index.html"
"SLGA","Soil","TERN","pH - Calcium Carbonate","EV","Estimated value of pH - Calcium Carbonate for 0.6 to 1 metres","None","Estimated value of pH - Calcium Carbonate for 0.6 to 1 metres",0.6,1,"D:/TERNSoils/National_digital_soil_property_maps/pHc/pHc_060_100_EV_N_P_AU_NAT_C_20140801.tif","https://esoil.io/TERNLandscapes/Public/Products/TERN/SLGA/pHc/pHc_060_100_EV_N_P_AU_NAT_C_20140801.tif","https://www.clw.csiro.au/aclep/soilandlandscapegrid/index.html"
"SLGA","Soil","TERN","pH - Calcium Carbonate","EV","Estimated value of pH - Calcium Carbonate for 1 to 2 metres","None","Estimated value of pH - Calcium Carbonate for 1 to 2 metres",1,2,"D:/TERNSoils/National_digital_soil_property_maps/pHc/pHc_100_200_EV_N_P_AU_NAT_C_20140801.tif","https://esoil.io/TERNLandscapes/Public/Products/TERN/SLGA/pHc/pHc_100_200_EV_N_P_AU_NAT_C_20140801.tif","https://www.clw.csiro.au/aclep/soilandlandscapegrid/index.html"
"SLGA","Soil","TERN","pH - Calcium Carbonate","Uncert_95","95th percentile uncertainty bound of pH - Calcium Carbonate for 0 to 0.05 metres","None","95th percentile uncertainty bound of pH - Calcium Carbonate for 0 to 0.05 metres",0,0.05,"D:/TERNSoils/National_digital_soil_property_maps/pHc/pHc_000_005_95_N_P_AU_NAT_C_20140801.tif","https://esoil.io/TERNLandscapes/Public/Products/TERN/SLGA/pHc/pHc_000_005_95_N_P_AU_NAT_C_20140801.tif","https://www.clw.csiro.au/aclep/soilandlandscapegrid/index.html"
"SLGA","Soil","TERN","pH - Calcium Carbonate","Uncert_95","95th percentile uncertainty bound of pH - Calcium Carbonate for 0.05 to 0.15 metres","None","95th percentile uncertainty bound of pH - Calcium Carbonate for 0.05 to 0.15 metres",0.05,0.15,"D:/TERNSoils/National_digital_soil_property_maps/pHc/pHc_005_015_95_N_P_AU_NAT_C_20140801.tif","https://esoil.io/TERNLandscapes/Public/Products/TERN/SLGA/pHc/pHc_005_015_95_N_P_AU_NAT_C_20140801.tif","https://www.clw.csiro.au/aclep/soilandlandscapegrid/index.html"
"SLGA","Soil","TERN","pH - Calcium Carbonate","Uncert_95","95th percentile uncertainty bound of pH - Calcium Carbonate for 0.15 to 0.3 metres","None","95th percentile uncertainty bound of pH - Calcium Carbonate for 0.15 to 0.3 metres",0.15,0.3,"D:/TERNSoils/National_digital_soil_property_maps/pHc/pHc_015_030_95_N_P_AU_NAT_C_20140801.tif","https://esoil.io/TERNLandscapes/Public/Products/TERN/SLGA/pHc/pHc_015_030_95_N_P_AU_NAT_C_20140801.tif","https://www.clw.csiro.au/aclep/soilandlandscapegrid/index.html"
"SLGA","Soil","TERN","pH - Calcium Carbonate","Uncert_95","95th percentile uncertainty bound of pH - Calcium Carbonate for 0.3 to 0.6 metres","None","95th percentile uncertainty bound of pH - Calcium Carbonate for 0.3 to 0.6 metres",0.3,0.6,"D:/TERNSoils/National_digital_soil_property_maps/pHc/pHc_030_060_95_N_P_AU_NAT_C_20140801.tif","https://esoil.io/TERNLandscapes/Public/Products/TERN/SLGA/pHc/pHc_030_060_95_N_P_AU_NAT_C_20140801.tif","https://www.clw.csiro.au/aclep/soilandlandscapegrid/index.html"
"SLGA","Soil","TERN","pH - Calcium Carbonate","Uncert_95","95th percentile uncertainty bound of pH - Calcium Carbonate for 0.6 to 1 metres","None","95th percentile uncertainty bound of pH - Calcium Carbonate for 0.6 to 1 metres",0.6,1,"D:/TERNSoils/National_digital_soil_property_maps/pHc/pHc_060_100_95_N_P_AU_NAT_C_20140801.tif","https://esoil.io/TERNLandscapes/Public/Products/TERN/SLGA/pHc/pHc_060_100_95_N_P_AU_NAT_C_20140801.tif","https://www.clw.csiro.au/aclep/soilandlandscapegrid/index.html"
"SLGA","Soil","TERN","pH - Calcium Carbonate","Uncert_95","95th percentile uncertainty bound of pH - Calcium Carbonate for 1 to 2 metres","None","95th percentile uncertainty bound of pH - Calcium Carbonate for 1 to 2 metres",1,2,"D:/TERNSoils/National_digital_soil_property_maps/pHc/pHc_100_200_95_N_P_AU_NAT_C_20140801.tif","https://esoil.io/TERNLandscapes/Public/Products/TERN/SLGA/pHc/pHc_100_200_95_N_P_AU_NAT_C_20140801.tif","https://www.clw.csiro.au/aclep/soilandlandscapegrid/index.html"
"SLGA","Soil","TERN","Total Phosphorous","Uncert_05","5th percentile uncertainty bound of Total Phosphorous for 0 to 0.05 metres","%","5th percentile uncertainty bound of Total Phosphorous for 0 to 0.05 metres",0,0.05,"D:/TERNSoils/National_digital_soil_property_maps/Total_P/PTO_000_005_05_N_P_AU_NAT_C_20140801.tif","https://esoil.io/TERNLandscapes/Public/Products/TERN/SLGA/PTO/PTO_000_005_05_N_P_AU_NAT_C_20140801.tif","https://www.clw.csiro.au/aclep/soilandlandscapegrid/index.html"
"SLGA","Soil","TERN","Total Phosphorous","Uncert_05","5th percentile uncertainty bound of Total Phosphorous for 0.05 to 0.15 metres","%","5th percentile uncertainty bound of Total Phosphorous for 0.05 to 0.15 metres",0.05,0.15,"D:/TERNSoils/National_digital_soil_property_maps/Total_P/PTO_005_015_05_N_P_AU_NAT_C_20140801.tif","https://esoil.io/TERNLandscapes/Public/Products/TERN/SLGA/PTO/PTO_005_015_05_N_P_AU_NAT_C_20140801.tif","https://www.clw.csiro.au/aclep/soilandlandscapegrid/index.html"
"SLGA","Soil","TERN","Total Phosphorous","Uncert_05","5th percentile uncertainty bound of Total Phosphorous for 0.15 to 0.3 metres","%","5th percentile uncertainty bound of Total Phosphorous for 0.15 to 0.3 metres",0.15,0.3,"D:/TERNSoils/National_digital_soil_property_maps/Total_P/PTO_015_030_05_N_P_AU_NAT_C_20140801.tif","https://esoil.io/TERNLandscapes/Public/Products/TERN/SLGA/PTO/PTO_015_030_05_N_P_AU_NAT_C_20140801.tif","https://www.clw.csiro.au/aclep/soilandlandscapegrid/index.html"
"SLGA","Soil","TERN","Total Phosphorous","Uncert_05","5th percentile uncertainty bound of Total Phosphorous for 0.3 to 0.6 metres","%","5th percentile uncertainty bound of Total Phosphorous for 0.3 to 0.6 metres",0.3,0.6,"D:/TERNSoils/National_digital_soil_property_maps/Total_P/PTO_030_060_05_N_P_AU_NAT_C_20140801.tif","https://esoil.io/TERNLandscapes/Public/Products/TERN/SLGA/PTO/PTO_030_060_05_N_P_AU_NAT_C_20140801.tif","https://www.clw.csiro.au/aclep/soilandlandscapegrid/index.html"
"SLGA","Soil","TERN","Total Phosphorous","Uncert_05","5th percentile uncertainty bound of Total Phosphorous for 0.6 to 1 metres","%","5th percentile uncertainty bound of Total Phosphorous for 0.6 to 1 metres",0.6,1,"D:/TERNSoils/National_digital_soil_property_maps/Total_P/PTO_060_100_05_N_P_AU_NAT_C_20140801.tif","https://esoil.io/TERNLandscapes/Public/Products/TERN/SLGA/PTO/PTO_060_100_05_N_P_AU_NAT_C_20140801.tif","https://www.clw.csiro.au/aclep/soilandlandscapegrid/index.html"
"SLGA","Soil","TERN","Total Phosphorous","Uncert_05","5th percentile uncertainty bound of Total Phosphorous for 1 to 2 metres","%","5th percentile uncertainty bound of Total Phosphorous for 1 to 2 metres",1,2,"D:/TERNSoils/National_digital_soil_property_maps/Total_P/PTO_100_200_05_N_P_AU_NAT_C_20140801.tif","https://esoil.io/TERNLandscapes/Public/Products/TERN/SLGA/PTO/PTO_100_200_05_N_P_AU_NAT_C_20140801.tif","https://www.clw.csiro.au/aclep/soilandlandscapegrid/index.html"
"SLGA","Soil","TERN","Total Phosphorous","EV","Estimated value of Total Phosphorous for 0 to 0.05 metres","%","Estimated value of Total Phosphorous for 0 to 0.05 metres",0,0.05,"D:/TERNSoils/National_digital_soil_property_maps/Total_P/PTO_000_005_EV_N_P_AU_NAT_C_20140801.tif","https://esoil.io/TERNLandscapes/Public/Products/TERN/SLGA/PTO/PTO_000_005_EV_N_P_AU_NAT_C_20140801.tif","https://www.clw.csiro.au/aclep/soilandlandscapegrid/index.html"
"SLGA","Soil","TERN","Total Phosphorous","EV","Estimated value of Total Phosphorous for 0.05 to 0.15 metres","%","Estimated value of Total Phosphorous for 0.05 to 0.15 metres",0.05,0.15,"D:/TERNSoils/National_digital_soil_property_maps/Total_P/PTO_005_015_EV_N_P_AU_NAT_C_20140801.tif","https://esoil.io/TERNLandscapes/Public/Products/TERN/SLGA/PTO/PTO_005_015_EV_N_P_AU_NAT_C_20140801.tif","https://www.clw.csiro.au/aclep/soilandlandscapegrid/index.html"
"SLGA","Soil","TERN","Total Phosphorous","EV","Estimated value of Total Phosphorous for 0.15 to 0.3 metres","%","Estimated value of Total Phosphorous for 0.15 to 0.3 metres",0.15,0.3,"D:/TERNSoils/National_digital_soil_property_maps/Total_P/PTO_015_030_EV_N_P_AU_NAT_C_20140801.tif","https://esoil.io/TERNLandscapes/Public/Products/TERN/SLGA/PTO/PTO_015_030_EV_N_P_AU_NAT_C_20140801.tif","https://www.clw.csiro.au/aclep/soilandlandscapegrid/index.html"
"SLGA","Soil","TERN","Total Phosphorous","EV","Estimated value of Total Phosphorous for 0.3 to 0.6 metres","%","Estimated value of Total Phosphorous for 0.3 to 0.6 metres",0.3,0.6,"D:/TERNSoils/National_digital_soil_property_maps/Total_P/PTO_030_060_EV_N_P_AU_NAT_C_20140801.tif","https://esoil.io/TERNLandscapes/Public/Products/TERN/SLGA/PTO/PTO_030_060_EV_N_P_AU_NAT_C_20140801.tif","https://www.clw.csiro.au/aclep/soilandlandscapegrid/index.html"
"SLGA","Soil","TERN","Total Phosphorous","EV","Estimated value of Total Phosphorous for 0.6 to 1 metres","%","Estimated value of Total Phosphorous for 0.6 to 1 metres",0.6,1,"D:/TERNSoils/National_digital_soil_property_maps/Total_P/PTO_060_100_EV_N_P_AU_NAT_C_20140801.tif","https://esoil.io/TERNLandscapes/Public/Products/TERN/SLGA/PTO/PTO_060_100_EV_N_P_AU_NAT_C_20140801.tif","https://www.clw.csiro.au/aclep/soilandlandscapegrid/index.html"
